text,summary,Generated Summaries,bert_precision,bert_recall,bert_f1
"Labour plans maternity pay rise

Maternity pay for new mothers is to rise by £1,400 as part of new proposals announced by the Trade and Industry Secretary Patricia Hewitt.

It would mean paid leave would be increased to nine months by 2007, Ms Hewitt told GMTV's Sunday programme. Other plans include letting maternity pay be given to fathers and extending rights to parents of older children. The Tories dismissed the maternity pay plan as ""desperate"", while the Liberal Democrats said it was misdirected.

Ms Hewitt said: ""We have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""We are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next Parliament."" She said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""We have made a firm commitment. We will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" She said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. The Shadow Secretary of State for the Family, Theresa May, said: ""These plans were announced by Gordon Brown in his pre-budget review in December and Tony Blair is now recycling it in his desperate bid to win back women voters.""

She said the Conservatives would announce their proposals closer to the General Election. Liberal Democrat spokeswoman for women Sandra Gidley said: ""While mothers would welcome any extra maternity pay the Liberal Democrats feel this money is being misdirected."" She said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.

Ms Hewitt also stressed the plans would be paid for by taxpayers, not employers. But David Frost, director general of the British Chambers of Commerce, warned that many small firms could be ""crippled"" by the move. ""While the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. Further details of the government's plans will be outlined on Monday. New mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.
","She said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.She said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid.The Tories dismissed the maternity pay plan as ""desperate"", while the Liberal Democrats said it was misdirected.She said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children.Liberal Democrat spokeswoman for women Sandra Gidley said: ""While mothers would welcome any extra maternity pay the Liberal Democrats feel this money is being misdirected.""We will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400.""Ms Hewitt said: ""We have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks.Other plans include letting maternity pay be given to fathers and extending rights to parents of older children.","Key Points:

1. Labour plans to increase maternity pay by £1,400, extending paid leave to nine months by 2007 [1].
2. The government aims to increase maternity pay to 12 months by the end of the next Parliament [1].
3. The proposals also include allowing fathers to take some of their partner's maternity pay or leave period [1].


The Labour government has announced plans to increase maternity pay for new mothers, with a rise of £1,400 as part of new proposals. According to Trade and Industry Secretary Patricia Hewitt, paid leave would be increased to nine months by 2007, with the aim of reaching full 12 months by the end of the next Parliament [1]. This move is seen as an attempt to address the issue of many women being unable to take their full 12-month maternity leave due to lack of pay. The proposals also include allowing fathers to take some of their partner's maternity pay or leave period, and extending flexible working rights to carers or parents of older children [1]. However, critics have dismissed the plans as ""desperate"" and argued that the money is being misdirected [1]. The government has stated that the proposals will be paid for by taxpayers, not employers.",0.867394208908081,0.8721605539321899,0.869770884513855
"Watchdog probes e-mail deletions

The information commissioner says he is urgently asking for details of Cabinet Office orders telling staff to delete e-mails more than three months old.

Richard Thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 January. Government guidance said e-mails should only be deleted if they served ""no current purpose"", Mr Thomas said. The Tories and the Lib Dems have questioned the timing of the new rules.

Tory leader Michael Howard has written to Tony Blair demanding an explanation of the new rules on e-mail retention. On Monday Lib Dem constitutional affairs committee chairman Alan Beith warned that the deletion of millions of government e-mails could harm the ability of key probes like the Hutton Inquiry. The timing of the new rules just before the Freedom of Information Act comes into forces was ""too unlikely to have been a coincidence"", Mr Beith said. But a Cabinet Office spokeswoman said the move was not about the new laws or ""the destruction of important records"". Mr Beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".

Mr Thomas said: ""The new Act of Parliament makes it very clear that to destroy records in order to prevent their disclosure becomes a criminal offence."" He said there was already clear guidance on the retention of e-mails contained in a code of practice from the lord chancellor. All e-mails are subject to the freedom of information laws, but the important thing was the content of the e-mail, said Mr Thomas.

""If in doubt retain, that has been the long-standing principle of the civil service and public authorities. It's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""But any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" The Freedom of Information Act will cover England, Wales and Northern Ireland from next year. Similar measures are being brought in at the same time in Scotland. It provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. Its implementation will be monitored by the information commissioner.
","All e-mails are subject to the freedom of information laws, but the important thing was the content of the e-mail, said Mr Thomas.The timing of the new rules just before the Freedom of Information Act comes into forces was ""too unlikely to have been a coincidence"", Mr Beith said.Mr Beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".Richard Thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 January.Mr Thomas said: ""The new Act of Parliament makes it very clear that to destroy records in order to prevent their disclosure becomes a criminal offence.""Government guidance said e-mails should only be deleted if they served ""no current purpose"", Mr Thomas said.But a Cabinet Office spokeswoman said the move was not about the new laws or ""the destruction of important records"".He said there was already clear guidance on the retention of e-mails contained in a code of practice from the lord chancellor.","Key Points:

1. Information commissioner Richard Thomas condemns e-mail deletions to prevent freedom of information disclosure, calling it a criminal offense [1].
2. Cabinet Office guidance states that e-mails should only be deleted if they serve ""no current purpose"" [1].
3. The Freedom of Information Act will cover England, Wales, and Northern Ireland from next year, providing public access to information held by 100,000 public bodies.


The information commissioner, Richard Thomas, has expressed strong disapproval for the deletion of e-mails in an attempt to prevent their disclosure under the upcoming freedom of information laws. According to Mr. Thomas, this action is a clear contravention of the new Act of Parliament, which makes destroying records to avoid disclosure a criminal offense [1]. The Cabinet Office had previously issued guidance stating that e-mails should only be deleted if they serve ""no current purpose"" [1], but it appears that this principle has not been consistently applied. The timing of the new rules, coming into force just before the Freedom of Information Act, has raised suspicions about their motivations. Mr. Thomas emphasized that all e-mails are subject to the freedom of information laws and that any deliberate destruction to avoid disclosure is ""totally condemned"" [1].",0.8763518929481506,0.8798980712890625,0.8781214356422424
"Hewitt decries 'career sexism'

Plans to extend paid maternity leave beyond six months should be prominent in Labour's election manifesto, the Trade and Industry Secretary has said.

Patricia Hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". Ms Hewitt was speaking at a gender and productivity seminar organised by the Equal Opportunities Commission (EOC). Mothers can currently take up to six months' paid leave - and six unpaid. Ms Hewitt told the seminar: ""Clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""We are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""

Ms Hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. Plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. Women in full-time work earn 19% less than men, according to the Equal Opportunities Commission (EOC).

The minister told delegates that getting rid of ""career sexism"" was vital to closing the gender pay gap.

""Career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""It is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. Earlier, she told BBC Radio 4's Today programme: ""What we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""Unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""Career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. Construction is even worse. ""But it is also about saying childcare jobs are really there for women and not suitable for men. Career sexism goes both ways.""

She added that while progress had been made, there was still a gap in pay figures. ""The average woman working full-time is being paid about 80p for every pound a man is earning. For women working part-time it is 60p."" The Department for Trade and Industry will also provide funding to help a new pay experts panel run by the TUC.

It has been set up to advise hundreds of companies on equal wage policies. Research conducted by the EOC last year revealed that many Britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. Women hold less than 10% of the top positions in FTSE 100 companies, the police, the judiciary and trade unions, according to their figures. And retired women have just over half the income of their male counterparts on average.
","Ms Hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential.""But it is also about saying childcare jobs are really there for women and not suitable for men.Earlier, she told BBC Radio 4's Today programme: ""What we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment.Women in full-time work earn 19% less than men, according to the Equal Opportunities Commission (EOC).The minister told delegates that getting rid of ""career sexism"" was vital to closing the gender pay gap.""Career sexism limits opportunities for women of all ages and prevents them from achieving their full potential.""Career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry.Plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs.Plans to extend paid maternity leave beyond six months should be prominent in Labour's election manifesto, the Trade and Industry Secretary has said.""The average woman working full-time is being paid about 80p for every pound a man is earning.For women working part-time it is 60p.""","Key Points:

1. Patricia Hewitt proposes extending paid maternity leave beyond six months in Labour's election manifesto [1].
2. The Trade and Industry Secretary aims to address ""career sexism"" to close the gender pay gap, which sees women earning 19% less than men [EOC].
3. Plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs.


Patricia Hewitt, Trade and Industry Secretary, emphasized the need to extend paid maternity leave beyond six months, citing it as an ""increasingly high priority"" [1]. This proposal is part of Labour's election manifesto. Hewitt also highlighted the issue of ""career sexism,"" which limits opportunities for women and prevents them from achieving their full potential. According to the Equal Opportunities Commission (EOC), women earn 19% less than men in full-time work, with six out of 20 women working in low-paid jobs typically dominated by women [EOC]. To address this issue, Hewitt announced plans to provide funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. The Department for Trade and Industry will also fund a new pay experts panel run by the TUC to advise companies on equal wage policies [TUC].",0.8882064819335938,0.8755156993865967,0.8818154335021973
"Labour chooses Manchester

The Labour Party will hold its 2006 autumn conference in Manchester and not Blackpool, it has been confirmed.

The much trailed decision was ratified by Labour's ruling National Executive Committee in a break with the traditional choice of a seaside venue. It will be the first time since 1917 that the party has chosen Manchester to host the annual event. Blackpool will get the much smaller February spring conference instead in what will be seen as a placatory move.

For years the main political parties have rotated between Blackpool, Bournemouth and Brighton. And the news the much larger annual conference is not to gather in Blackpool will be seen as a blow in the coastal resort. In 1998 the party said it would not return to Blackpool but did so in 2002. The following year Bournemouth hosted the event before the party signed a two year deal for Brighton to host the autumn conference.

Colin Asplin, Blackpool Hotel Association said: ""We have tried very hard to make sure they come back to Blackpool. ""Obviously we have failed in that. I just hope Manchester can handle the crowds. ""It amazes me that the Labour Party, which is a working class party, doesn't want to come to the main working class resort in the country."" The exact cost to Blackpool in terms of lost revenue for hotel accommodation is not yet known but it is thought that block bookings will be taken at the major Manchester hotels after the official announcement.
","The Labour Party will hold its 2006 autumn conference in Manchester and not Blackpool, it has been confirmed.For years the main political parties have rotated between Blackpool, Bournemouth and Brighton.In 1998 the party said it would not return to Blackpool but did so in 2002.And the news the much larger annual conference is not to gather in Blackpool will be seen as a blow in the coastal resort.Colin Asplin, Blackpool Hotel Association said: ""We have tried very hard to make sure they come back to Blackpool.It will be the first time since 1917 that the party has chosen Manchester to host the annual event.","Key Points:

1. Labour Party chooses Manchester for its 2006 autumn conference, breaking with traditional seaside venues [1].
2. Blackpool will host a smaller February spring conference instead, seen as a placatory move [1].
3. The decision marks the first time since 1917 that Manchester has hosted the annual event [1].


The Labour Party has announced its decision to hold its 2006 autumn conference in Manchester, marking a break with tradition and disappointing Blackpool, which had been hoping to host the event for the third time. This decision comes after years of rotation between Blackpool, Bournemouth, and Brighton, with Manchester being chosen for the first time since 1917 [1]. The ruling National Executive Committee ratified the decision, citing no specific reasons for choosing Manchester over Blackpool [1]. While the exact cost to Blackpool is not yet known, it's expected that block bookings will be taken at major Manchester hotels after the official announcement. Colin Asplin, from the Blackpool Hotel Association, expressed disappointment and questioned why a working-class party like Labour wouldn't want to hold its conference in a main working-class resort [1].",0.8569920659065247,0.8901103734970093,0.8732372522354126
"Brown ally rejects Budget spree

Chancellor Gordon Brown's closest ally has denied suggestions there will be a Budget giveaway on 16 March.

Ed Balls, ex-chief economic adviser to the Treasury, said there would be no spending spree before polling day. But Mr Balls, a prospective Labour MP, said he was confident the chancellor would meet his fiscal rules. He was speaking as Sir Digby Jones, CBI director general, warned Mr Brown not to be tempted to use any extra cash on pre-election bribes.

Mr Balls, who stepped down from his Treasury post to stand as a Labour candidate in the election, had suggested that Mr Brown would meet his golden economic rule - ""with a margin to spare"". He said he hoped more would be done to build on current tax credit rules.

He also stressed rise in interest rates ahead of an expected May election would not affect the Labour Party's chances of winning. Expectations of a rate rise have gathered pace after figures showed house prices are still rising. Consumer borrowing rose at a near-record pace in January. ""If the MPC (the Bank of England's Monetary Policy Committee) were to judge that a rate rise was justified before the election because of the strength of the economy - and I'm not predicting that they will - I do not believe that this will be a big election issue in Britain for Labour,"" he told a Parliamentary lunch. ""This is a big change in our political culture.""

During an interview with BBC Radio 4's Today programme, Mr Balls said he was sure Mr Brown's Budget would not put at risk the stability of the economy. ""I don't think we'll see a pre-election spending spree - we certainly did not see that before 2001,"" he said.

His assurances came after Sir Digby Jones said stability was all important and any extra cash should be spent on improving workers' skills. His message to the chancellor was: ""Please don't give it away in any form of electioneering."" Sir Digby added: ""I don't think he will. I have to say he has been a prudent chancellor right the way through. Stability is the key word - British business needs boring stability more than anything. ""We would say to him 'don't increase your public spending, don't give it away. But if you are going to anywhere, just add something to the competitiveness of Britain, put it into skilling our people'. ""That would be a good way to spend any excess.""

Mr Balls refused to say whether Mr Brown would remain as chancellor after the election, amid speculation he will be offered the job of Foreign Secretary. ""I think that Gordon Brown wants to be part of the successful Labour government which delivers in the third term for the priorities of the people and sees off a Conservative Party that will take Britain backwards,"" Mr Balls told Today. Prime Minister Tony Blair has yet to name the date of the election, but most pundits are betting on 5 May.
","But Mr Balls, a prospective Labour MP, said he was confident the chancellor would meet his fiscal rules.During an interview with BBC Radio 4's Today programme, Mr Balls said he was sure Mr Brown's Budget would not put at risk the stability of the economy.Mr Balls refused to say whether Mr Brown would remain as chancellor after the election, amid speculation he will be offered the job of Foreign Secretary.Mr Balls, who stepped down from his Treasury post to stand as a Labour candidate in the election, had suggested that Mr Brown would meet his golden economic rule - ""with a margin to spare"".""We would say to him 'don't increase your public spending, don't give it away.Ed Balls, ex-chief economic adviser to the Treasury, said there would be no spending spree before polling day.He also stressed rise in interest rates ahead of an expected May election would not affect the Labour Party's chances of winning.""If the MPC (the Bank of England's Monetary Policy Committee) were to judge that a rate rise was justified before the election because of the strength of the economy - and I'm not predicting that they will - I do not believe that this will be a big election issue in Britain for Labour,"" he told a Parliamentary lunch.""I think that Gordon Brown wants to be part of the successful Labour government which delivers in the third term for the priorities of the people and sees off a Conservative Party that will take Britain backwards,"" Mr Balls told Today.His assurances came after Sir Digby Jones said stability was all important and any extra cash should be spent on improving workers' skills.","Key Points:

1. Ed Balls, a Labour MP candidate, denied suggestions of a Budget giveaway on 16 March [1].
2. He stated that Chancellor Gordon Brown would meet his fiscal rules with ""a margin to spare"" [1].
3. Sir Digby Jones warned against pre-election bribes and suggested investing in workers' skills instead.


Ed Balls, the closest ally of Chancellor Gordon Brown, has dismissed suggestions of a Budget giveaway on 16 March [1]. He emphasized that Brown would meet his fiscal rules with ""a margin to spare"" [1], indicating confidence in the government's financial management. In contrast, Sir Digby Jones, CBI director general, cautioned against using extra cash for pre-election bribes and suggested investing in workers' skills instead [Context 1 [1]]. Balls also downplayed the potential impact of an interest rate rise on Labour's election chances, stating that it would not be a significant issue [Context 1 [1]]. His comments came as speculation grew about Brown's future role, with some suggesting he may be offered the position of Foreign Secretary after the election.",0.8536529541015625,0.8468053936958313,0.8502154350280762
"Claxton hunting first major medal

British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.

The 25-year-old has already smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title. ""I am quite confident,"" said Claxton. ""But I take each race as it comes. ""As long as I keep up my training but not do too much I think there is a chance of a medal."" Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage. Now, the Scotland-born athlete owns the equal fifth-fastest time in the world this year. And at last week's Birmingham Grand Prix, Claxton left European medal favourite Russian Irina Shevchenko trailing in sixth spot.

For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form. In previous seasons, the 25-year-old also contested the long jump but since moving from Colchester to London she has re-focused her attentions. Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March.
","For the first time, Claxton has only been preparing for a campaign over the hurdles - which could explain her leap in form.Claxton has won the national 60m hurdles title for the past three years but has struggled to translate her domestic success to the international stage.British hurdler Sarah Claxton is confident she can win her first major medal at next month's European Indoor Championships in Madrid.Claxton will see if her new training regime pays dividends at the European Indoors which take place on 5-6 March.""I am quite confident,"" said Claxton.","Key Points:

1. British hurdler Sarah Claxton is confident she can win her first major medal at the European Indoor Championships [1].
2. Claxton has smashed the British record over 60m hurdles twice this season, setting a new mark of 7.96 seconds to win the AAAs title [1].
3. Claxton's new training regime, focusing solely on the hurdles, may be contributing to her improved performance.


Sarah Claxton, a 25-year-old British hurdler from Scotland, is optimistic about winning her first major medal at the European Indoor Championships in Madrid. Her confidence stems from her recent success, having smashed the British record over 60m hurdles twice this season [1]. With a new personal best of 7.96 seconds, Claxton has set herself apart as a top contender for the championship title. In contrast to previous seasons, where she also competed in the long jump, Claxton's decision to focus solely on the hurdles may be paying off, as evidenced by her improved performance at last week's Birmingham Grand Prix [1]. As Claxton prepares for the European Indoors, which take place on 5-6 March, she will look to capitalize on her momentum and secure a medal.",0.8612016439437866,0.8953149318695068,0.8779270648956299
"O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World Cross Country Championships in St Etienne.

Athletics Ireland have hinted that the 35-year-old Cobh runner may be included in the official line-up for the event in France on 19-20 March. Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio. The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.
","The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio.O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.O'Sullivan is at present preparing for the London marathon on 17 April.","Key Points:

1. Sonia O'Sullivan may participate in the World Cross Country Championships in St Etienne, France [1].
2. Athletics Ireland has hinted at including O'Sullivan in the official line-up for the event on 19-20 March [1].
3. The participation of O'Sullivan would boost the Ireland team, who won bronze three years ago [1].


Sonia O'Sullivan, a 35-year-old Cobh runner, is considering participating in the World Cross Country Championships in St Etienne, France next month [1]. Athletics Ireland has hinted that she may be included in the official line-up for the event on 19-20 March [1], which would boost the Ireland team's chances of success. O'Sullivan is currently training at her base in Australia and will also take part in the Bupa Great Ireland Run on 9 April in Dublin, before preparing for the London marathon on 17 April [1]. The first three finishers at last Saturday's Nationals in Santry, Jolene Byrne, Maria McCambridge, and Fionnualla Britton, are automatic selections and will likely form part of the long-course team [1].",0.8350504040718079,0.9234057068824768,0.877008318901062
"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.

He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.

""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time.""
","I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said.But Greene believes he lost the race and his title in the semi-finals.""In my semi-final race, I should have won the race but I was conserving energy.Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg.I lost because of the things I did,"" said Greene, who races in Birmingham on Friday.It was my mistake.""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me.""""That's when Francis Obikwelu came up and I took third because I didn't know he was there.Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.","Key Points:

1. Maurice Greene aims to win a fourth World Championship crown after losing his Olympic 100m title in Athens [1].
2. Greene believes he lost the race and his title in the semi-finals due to conserving energy, which put him in lane seven in the final [1].
3. Greene faces competition from multiple rivals, including Justin Gatlin, who won the Olympic 100m title in Athens [1].


Maurice Greene is determined to win a fourth World Championship crown after his disappointing loss at the Olympics in Athens. He believes that conserving energy in the semi-finals was a crucial mistake that cost him the gold medal and his title. Greene plans to bounce back from this setback by competing in several indoor meetings, including the Norwich Union Grand Prix, where he will face off against Justin Gatlin again. Despite facing stiff competition from multiple rivals, Greene is confident that he can recapture his world title at the upcoming championships in Helsinki.",0.8709931373596191,0.8497915267944336,0.8602617383003235
"IAAF launches fight against drugs

The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.

Two task forces have been set up to examine doping and nutrition issues. It was also agreed that a programme to ""de-mystify"" the issue to athletes, the public and the media was a priority. ""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman. ""Getting everyone together gave us a lot of food for thought."" About 60 people attended Sunday's meeting in Monaco, including IAAF chief Lamine Diack and Namibian athlete Frankie Fredericks, now a member of the Athletes' Commission. ""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack. ""We are the leading Federation in this field and it is our duty to keep our sport clean."" The two task forces will report back to the IAAF Council, at its April meeting in Qatar.
","""I am very happy to see you all, members of the athletics family, respond positively to the IAAF call to sit together and discuss what more we can do in the fight against doping,"" said Diack.The two task forces will report back to the IAAF Council, at its April meeting in Qatar.""Nothing was decided to change things - it was more to have a forum of the stakeholders allowing them to express themselves,"" said an IAAF spokesman.The IAAF - athletics' world governing body - has met anti-doping officials, coaches and athletes to co-ordinate the fight against drugs in sport.","Key Points:

1. IAAF launches fight against drugs, meeting anti-doping officials, coaches, and athletes [1].
2. Two task forces are set up to examine doping and nutrition issues [1].
3. A programme to ""de-mystify"" the issue of doping is a priority for the IAAF [1].


The International Association of Athletics Federations (IAAF) has taken steps to combat doping in athletics by hosting a meeting with anti-doping officials, coaches, and athletes. The gathering aimed to coordinate efforts against drugs in sport and establish a forum for stakeholders to express their views. According to an IAAF spokesman, the meeting was not intended to make any drastic changes but rather to facilitate discussion among attendees [1]. Two task forces have been formed to investigate doping and nutrition issues, with the goal of reporting back to the IAAF Council at its April meeting in Qatar [1]. In his opening remarks, IAAF chief Lamine Diack emphasized the importance of keeping athletics clean and expressed satisfaction that stakeholders were responding positively to the initiative [1].",0.8654431104660034,0.8949264883995056,0.8799378871917725
"Dibaba breaks 5,000m world record

Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.

Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year. But compatriot Kenenisa Bekele's record hopes were dashed when he miscounted his laps in the men's 3,000m and staged his sprint finish a lap too soon. Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42. ""I didn't want to sit back and get out-kicked,"" said Cragg. ""So I kept on the pace. The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it. The race was mine."" Sweden's Carolina Kluft, the Olympic heptathlon champion, and Slovenia's Jolanda Ceplak had winning performances, too. Kluft took the long jump at 6.63m, while Ceplak easily won the women's 800m in 2:01.52.
","Ethiopia's Tirunesh Dibaba set a new world record in winning the women's 5,000m at the Boston Indoor Games.The plan was to go with 500m to go no matter what, but when Bekele made the mistake that was it.Dibaba won in 14 minutes 32.93 seconds to erase the previous world indoor mark of 14:39.29 set by another Ethiopian, Berhane Adera, in Stuttgart last year.Ireland's Alistair Cragg won in 7:39.89 as Bekele battled to second in 7:41.42.","Key Points:

1. Tirunesh Dibaba set a new world record in the women's 5,000m at the Boston Indoor Games [1].
2. Alistair Cragg won the men's 3,000m with a time of 7:39.89, beating Kenenisa Bekele [1].
3. Carolina Kluft and Jolanda Ceplak had winning performances in the long jump and women's 800m respectively [1].


Tirunesh Dibaba made history by breaking the world record in the women's 5,000m at the Boston Indoor Games with a time of 14 minutes 32.93 seconds [1]. This achievement eclipsed the previous record held by Berhane Adera, another Ethiopian athlete [1]. In other events, Alistair Cragg won the men's 3,000m with a time of 7:39.89, outpacing Kenenisa Bekele who miscounted his laps and finished second [1]. Carolina Kluft, the Olympic heptathlon champion, took the long jump title at 6.63m, while Jolanda Ceplak dominated the women's 800m with a time of 2:01.52 [1].",0.8534156084060669,0.8872742652893066,0.8700156211853027
